name,stars,comment
HANA,4,واقعا کتاب خوبی بود اینکه نشون میده هر اتفاقی که توی زندگی ما میفته قطعا یه سری عواقب داشته و اونطوری که ما تصور میکردیم نبوده و شاید خیلی خیلی حسرت های زیادی داشته باشیم که اصلا اگر انجام میشدن به نفع ما نبودن
Elgar,5,سلام دوستان. حتما پیشنهاد میکنم که این کتاب رو بخونید. واقعا کتاب خوبیه نخونینش نصف عمرتون به فناست. مو رو به تنتون سیخ میکنه.
Avina shiva,3,"در واقع بعضی از جاهاش علاقم نسبت به ادامه دادنش کمتر میشد و اصلا نتونستم کامل بخونمش
به علاوه که خیلی طولانیه و میشه پیش بینی کرد که این زندگیه که میخواد یا نه
در کل خوشم نیومد ممکنه سلیقه ای باشه"
کاربر ۹۴۳۹۴۴,5,"کتاب خیلی خوبی بود.منو به فکر فرو برد واقعا
خیلی بیشتر ازین کتابهای زرد تکراری روانشناسی به ادم انگیزه میده"
کاربر ۶۴۷۰۱۶۲,5,نمی‌دونم چرا این ترجمه اینقدر طولانی بود در صورتیکه کتاب می تونست تو دویست صفحه تموم شه،نوشتید سیصد و پنجاه و دو صفحه در صورتیکه پونصد و پنج صفحه بود
مهرناز,5,400 ص خوندم ولی خیلی جالب بود. کاش میشد واقعا همچین کتابخونه ای وجود داشته باشه. بحث امید که میاد وسط واقعا میگم کاش همیشه تو سختترین شرایطم بشه امیدوار موند
مهسین,5,این کتاب به ما یاد می گه که چرا حسرت می خوریم و امید به زندگیمون رو بیشتر می کنه. کتاب قشنگیه🪻
book_worm,5,من خودم این کتاب رو دارم خیلی قشنگه و معنی زندگی رو بهمون میگه از نظر خودم هر شخصی نیاز داره این کتاب رو بخونه تا به آینده و فرصت هاش فکر کنه :)💗✨
Reyhane,5,خیلی کتاب خوبی بود واقعا خیلی خوب تونسته بود مفهوم رو انتقال بده و جذاب این کار رو کرده بود
reza_sh7158,5,کتاب ها به موقع به سراغمان می آیند،این کتاب دیدگاهتان را نسبت به حسرت های زندگیتان عوض میکند
soomi_2125,3,"راستش کتاب متن خیلی خوبی و آموزنده ای داشت اینکه نتیجه انتخاب های ما تو زندگی چی هستش و چرا این انتخاب ها اینقدر مهم هستند. اما نکته ای که تو این کتاب برای من کمی آزار دهنده بود، چرا فقط یک زندگی دلخواه و عالی وجود داشت؟ چرا اینطور نشون داد که انگار از ده تا انتخاب فقط یکیش جواب درست هست! چیزی که برام سواله این بود ممکن بود نویسنده زندگی رو به نورا نشون بده که حتی با نامزدش هم خوشبخت میشد.
برای من این کتاب یک بار ارزش داشت تا بخونم و مفاهیم خوبی را ازش بگیرم اما حس می کنم جای بهتر شدن هم داشت."
کاربر ۶۹۷۵۰۹۷,5,خیلی زیبا بود...🌹
m.sohrabi,3,برای اینکه قدردان زندگی باشیم کتاب خوبیست
Sajad xyz451,5,شاهکار از هر لحاظ
راز🌱,5,"من این کتابو تو بدترین روزام خوندم، تو بی حوصله‌ترین و ناامیدترین روزام... تو اون حال بد که حوصله هیچیو نداشتم صفحه اول کتابو خوندم و خواستم بذارمش کنار تا وقتی بهتر شدم ادامش بدم ولی نتونستم رهاش کنم و خوشحالم که رهاش نکردم...
بدون ذره ای اغراق؛ تاثیرگذارترین کتابی که تو تموم عمرم خوندم، تو کمتر از یک روز تمومش کردم و قسمت قشنگش اینجاست که؛ دقیقا بعد از تموم شدنِ کتاب، شروع کردم به اولویت بندی کردن اهدافم و برای فردام برنامه ریزی کردم تا همین الان و دارم قوی و محکم به سمت آرزوهام پیش میرم... تک تک جملات این کتاب نگاه منو به زندگی عوض کرد و تو اون روزای تاریک، حکم نور رو داشت برای من...
•بخشی از کتاب:
« اگه می‌فهمیدیم هیچ شیوه‌ی زندگی نیست که بتونه مارو در برابر غم، ایمن کنه، همه چیز خیلی ساده تر می‌شد.
فقط باید بفهمیم که غم هم در عمل بخشی از ذاتِ شادیه.
البته هردوی این‌ها برای خودشون حد و اندازه‌ای دارن اما هیچ زندگی‌ای وجود نداره که توش بتونیم تا ابد غرقِ شادی محض باشیم. تصور این‌که چنین زندگی‌ای وجود داره، فقط باعث میشه تو زندگی فعلی‌مون بیشتر احساسِ غم کنیم»"
hanie,4,"به نظرم خوندن این کتاب برای همه ی آدم ها میتونه مفید باشه چرا که همه ی ما حسرت هایی رو در زندگیمون داریم که خیال میکنیم اگر فلان تصمیم رو گرفته بودیم الان زندگیمون عالی بود درحالی که شاید هم اینطور نباشه
داستان این کتاب ها روایت کننده ی همین حسرت هاست
کتاب خیلی خوبیه درحالی که میتونست روی شخصیت‌های فرعی بیشتر مانور بده تا داستان جذاب تر پیش بره"
.,5,من این کتاب رو نخوردم ولی خیلی تعریفش رو شنیدم ممنون میشم آگه رایگان کنید تا منم بتونم بخونم
reza ahadi,5,خودن این کتاب باعث شد امروز با لبخند از خواب بیدار شم، حس خوبی بهم داد
Hadis,5,یه کتاب بی نظیررررررر جوری که همش تشنه بودم بخونمش هیچ کتابی همچین حسی بهم نداده بود😍❤️
محمد خ,5,وقتتون بخیر و خدا کنه زودتر به سطح آگاهی نورا سید برسید برای آرامش بیشتر و زندگی بهتر، راستش نظرات رو می خوندم بنظرم عده ای از دوستان خیلی خاص و نابجا حرفایی زدند هر چند انگار بیشتر برای جلب توجه بوده که بدونیم اهل مطالعه هستند، که مطمئنا همینطور هست و کتابخونن اما عرض کردم جملاتشون کاملا نابجا هست! عزیزان اینجا که کلاس آموزش نویسندگی و فنونش نیست اینجا برای بررسی کتاب کتابخانه نیمه شب و درسهایی هست که بهمراه داره و نویسنده خیلی عالی و ساده داستانی رو خلق کرد که میشه زندگی هممون رو با خط به خطش مقایسه کرد و قشنگ متوجه شد که چقدر این داستان میتونه واقعی باشه.خلاصه کلام حسرت هیچ چیزی رو که گذشته و تموم شدا نخوریدو حرص کمبودهایی که دارید هم نخورید زندگی همیشه قشنگ نیست بالا و پایین داره و وظیفه ما اینه پر قدرت و با روحیه و محکم به مصافش بریم نه اینکه جا بزنیم.تامام
ستی,1,خیلییی قشنگههه
khateremp,5,وقتی کتابش رو شروع کردم حالم خوب نبود و پر از حسرت بودم...عجیب حالم رو خوب کرد❤
salar mom,5,"نورا سید عزیز در طی این داستان باهم پستی بلندی های زیادی را پشت سر گذاشتیم
ولی این را بدون که با گفتن (پایان) در آخرین صفحه زندگیت من را به گریه انداختی :)"
فائزه,5,عالی بود به نظر من این کتاب هزاران راه نرفته رو بدون هیچ چشم داشتی در اختیار تو میذاره تا با فکر کردن به نتیجه اون راه ها دیگه حسرتشو رو نخوری و از زندگیت لذت ببری در حالی که میتونی هر لحظه دنیاتو با رفتارهات تغییر بدی ..بهت میگه بی نهایت زندگی برای تو وجود داره که میتونی همین الان هر کدوم رو که میخوای برای خودت رقم بزنی فقط کافیه دیدت رو باز کنی و قوه تخیلت رو به کار بندازی تا از همه احتمالات استفاده کنی و بهترینشون رو انتخاب کنی و..🦋
mandana,3,کتاب خوبی بود ولی بنظرم نویسنده یه جاهایی کم کاری کرده بود تنها خوبیش این بود بعد از خوندنش سعی میکنی بیشتر حواست به زندگیت باشه و زندگی رو که داری چه خوب چه بد دوست داشته باشی.
sofia akbarpour,5,وایی هر چی بگم کم گفتم واقعا قشنگه واقعاا من خیلی حس خوبی گرفتم از این کتاب اصلا جزء یکی از بهترین کتابایی بود که خوندم حس قشنگ از حسرت و پشیمونیا که انقدر خودمون و سرزنش نکنیم واقعا لذت بردم با این کتاب آدم قدر زندگی الانش و میدونه شاید بهترین زندگی ای که میتونسته داشته باشه همیشه هرچیزی که بهترین باشه تو زندگی آدم اتفاق میفته حتی اگه آدم دوستش نداشته باشه پس نباید زندگی و با حسرت گذروند
ッ,5,"کتاب واقعا مفهومی و قشنگی بود طوری که با خوندن هر جملش حس میکردم تازه دارم معنیه واقعی رندگی رو میفهمم و میبینم که تا الان چقدر اشتباه زندگی کردم ولی بازم نباید تسلیم شد چون هر چقدرم که سخت باشه بالاخره اوضاع درست میشه💜🙂
پیشنهاد میکنم حتما حتما بخونیدش :) ♡"
Atefeh,5,"این کتاب رو بخونید
اگه شما هم حس ناکافی بودن دارید
اگه کتاب حسرت های زندگی تون خیلی حجیم شده و ناراحتید و در حال افسوس خوردن هستید و اگ دوس دارید درمورد جهان های موازی اطلاعات کسب کنید"
مردی جوان,4,داستان دختری افسرده و ناامید از زندگی ، بعد از خواندن 60 صفحه از کتاب تا الان راضی بودم.
زمرد,5,"سلام ممنون از نویسنده و مترجم عزیز
خیلی کتاب دوستداشتنی بود و واقعا جهان موازی چقدر میتونه عجیب و جالب باشه🥰"
غزاله رفیعی,5,کتاب خوبی هست که خیلی قشنگ نشون میده هر انتخاب ما در مسیر زندگی امکانهای مختلفی را به زندگی میگشاید که با انتخاب دیگر متفاوت و حتی متضاد است... خیلی قشنگ زیبایی این جمله (ما خالق زندگی خودمون هستیم) رو نشون میده... ممنون از طاقچه من صوتیش رو گوش دادم خیلی خیلی خوب بود
yeganeh.kd,5,خیلی کتاب قشنگی بود و از خوندنش لذت بردم، به همه توصیه میکنم که این کتاب زیبا رو بخونن و فکر میکنم کسایی که به جهان موازی اعتقاد دارن بیشتر با این کتاب ارتباط برقرار می کنند💛
رها تنها,5,کتابی به غایت جذاب و زیباست و مهم ترین نکته این است که زندگی رو فقط باید زندگی کرد همین !
miss :),1,من مبلغ رو پرداخت کردم و کتاب رو خریدم ولی وقتی باز میکنم صفحه ای با عنوان در حال بارگذاری میاد و نمیتونم صفحات کتاب رو مطالعه کنم لطفا راهنمایی کنید
الینا,5,"مجبور نیستیم تمام انگورهای مختلف تمام تاکستان های جهان را امتحان کنیم تا لذت شراب را بفهمیم.عشق ،خنده ،ترس ،درد، ارز رایج تمامی جهان ها هستند ما فقط باید چشمانمان را ببندیم و در حالی که نوشیدنی ای که جلویمان هست را می نوشیم ، به موسیقی ای که پخش می‌شود گوش دهیم در این حالت همانقدر زنده ایم که در هر زندگی دیگری می‌توانیم باشیم ….
کتابی بی نظیری که منظر دیگری از شکرگزاری را برای من نمایان کرد و با نسخه ی صوتی با روایت خانم درخشش و موسیقی بی نظیر متن هر لحظه از کتاب رو چشیدم و چه خوش طعم و ملس بود پایان تصمیمی که شروعش منجر به انتخاب این کتاب برای گوش دادن بود ."
کاربر ۴۰۲۷۵۴۸,5,بنظرم برای منی که دائم ناراحت از حسرت های گذشتم بودم و نگران آینده کتاب خوبی بود این که بدونی اگر به حسرت هات هم دست پیدا میکردی شاید در کنارش چیز دیگه ای رو از دست میدادی که ارزو میکردی کاش هیچوقت به دستش نمیاوردی...اینکه توی موقعیت الانت سعی کنی قفل محدودیت ذهنتو باز کنی و نگاه بهتری داشته باشی...من واقعا دوسش داشتم واسه همین نسخه چاپیشو تهیه کردم که بقیه هم بتونن استفاده کنن
پرنیان فهیم,4,به چشم رمان خوب بود
mahshid,5,"واااای این کتاب عالی بود. از اون کتابایی که حتی دلت نمیاد یه لحظه بزاریش زمین اگه تو زندگیتون خیلی درگیر ""چه می‌شد اگر‌هایید"" یا اگه به تئوری جهان‌های موازی علاقه دارید ، این کتابو از دست ندید!"
ayeh,3,"من دارم نسخه چاپی این کتابو میخونم و تقریبا نصفشو خوندم
بنظر من این کتاب کمی حوصله سر بره و خوب شخصیت های جالبی نداره برای وقت گذرونی خوبه اما من رو به خودش جذب نکرد ، دیالوگ های جالب و خوبی داره ولی فقط همین"
فریبا دوسری,5,عالی بود حتما بخونید به افرادی که از زندگی خود ناامید هستن و حسرتهای زندگی زیادی دارن به‌شدت توصیه اش میکنم. سیر داستان بسیار جذاب و پرکشش بود.
f_hdr,5,کتاب خیلیی خیلیی خوبیه به خصوص برای کسانی که دقیقاا جایی هستن که همش میگن کاش میشد برگشت به عقب و مدام توی ذهنشون با خودشون کاش کاش میکنن.... پر از امید و حس خوب
کاربر ۷۰۰۴۲۶۷حمید,3,"کتاب را خواندم-موضوع کتاب و داستان آن خصوصا برای نسل جوان تر می‌تواند از جذابیت خوبی برخوردار باشد.
کاربر گرامی-هری پاتر تقریبا هر آنچه از این کتاب لازم بود بدانیم-نوشته و ترجیح می‌دهم بیش از این نگویم.
تعجب من از سایر کاربرانی است که بجای نظردادن در مورد کتاب در باره نطر دیگر کاربران اضهار فضل دارند-عقده گشایی های بعضی از کاربران نشانه نیاز شدید آنان به روان درمانی است- نکته جالب‌تر اینکه تا بیمار اولی زبان باز نکرده بود سایر بیماران ساکت بودند."
hanis-,5,این کتاب خیلی قشنگههه:))))))
کاربر ۴۱۲۷۲۳۸,5,عالی بود به همه توصیه میکنم بخوننش
کاربر ۶۱۷۷۱۹۷,1,"خیلی overrated عه
بسیار کلیشه ای و مسخره
به هیچ عنوان روایت خوبی نداره
وقتتونو تلف نکنید:)"
Neg.sh,5,متن کتاب بسیار روان بود و محتوای داستان هم جذاب بود اونقدری جذبش شدم که ۱ روزه تمومش کردم.یه جورایی امید دهنده بود با پایانی خوب و تقریبا باز.
farideh saed,5,جالب بود
alireza,4,اول از هم اینکه طاقچه همیشه بهترین بوده و هست و اما در مورد کتاب ...برای فرار از مسائل زندگی روزمره تون به دنبال کتابی می‌گردید این کتاب رو به شدت پیشنهاد میکنم متن روان و جذابیت کتاب شما رو کامل برای دقتیقی غرق خودش میکنه کتابی امید به زندگی رو تا خد زیادی در شما افزایش میده و نشون میده که هر زندگی کم و کاستی و پستی و بلندی های خودشو داره پش بهتره به جای حسرت خوردن به ادامه راه زندگی تون امیدوار باشید و سعی کنید بهتر رقمش بزنید
Bita Aflak,5,ممکنه مثل من برای بار اول که میخونید خیلی سریع پیش برید تا ببینید آخرش چی میشه ولی اگر این کار رو کردید حتما کتاب رو برای بار دوم بخونید و به گفته های نورا خوب دقت کنید واقعا فوق العادست
کاربر ۴۱۱۶۵۵۵,1,این کتاب رو به همه اونای که مثل من فکر میکردن به ته خط رسیدن و همه موقعیت های خوب زندگی اشون خراب کردن توصیه میکنم
asal743,5,این کتاب برای کسانی که افسردگی دارن و ناامید هستن خیلی خوبه و خودم تازه تمومش کردم و واقعا خیلی بهم کمک کرد پیشنهاد میکنم بخونیدش:)
کاربر ۶۸۴۹۸۸۷,2,"موضوع داستان جدید نبود، مثل فیلم های آبکی ایرانی بود که یکی میخواد بمیره و مجدد چندین زندگی رو تجربه میکنه
مثل اینو تو فیلم های آبکی زیاد دیدیم"
کاربر ۶۹۷۰۶۸۱,5,من خیلی وقت بود که کتابی نخوانده بودم و بعد از مدتها شروع به خواندن این کتاب کردم و بهترین کتاب بود
کاربر ۴۴۳۸۰۵۶,5,بهترین کتاب هست ، دوستان اگر کتابی خوب میشناسید معرفی کنید ، ممنون از نویسنده اش
کاربر ۵۷۷۷۷۰۸,5,محتوای کتاب درباره دختری به نام نوراست که از زندگی ناامید شده و این موضوع که بهش یک فرصت دوباره داده میشه خیلی زیباست. درسی که از این کتاب میشه یاد گرفت اینه که لحظات زندگی ارزشمنده و اون کسی که از این مشکلات ساخته میشه اون مهمه. باید قدر زندگی رو دونست و من هم بعد از خوندن کتاب سعی کردم چیزهای کوچیکی که تاحالا بهشون توجه نکردم رو بیشتر درک کنم و حس خوبی گرفتم به خصوص که من علاقه زیادی به کتاب های فانتزی دارم و این کتاب تجربه بزرگی رو برام در یک محیط فانتزی فراهم کرده بود لذت بردم!
sara MQ,5,"محتوای کتاب تلاش برای «زندگی کردن»
باید برای شروع داستان و کششی که ایجاد می‌کنه صبور باشید. اوایل کتاب فکر کردم کتاب برای کودکان نوشته شده و کتاب رو بستم تا اطلاعات کتاب رو دقیقتر بخونم 😆
ولی بعدش متوجه شدم درس‌هایی برای زندگی کردن رو میخواد بهمون یاد بده و دیگه نتونستم کتاب رو زمین بذارم.
زیبا و رویایی بود."
حسنا,5,با وجود اینکه به دنیا ی موازی اعتقادی ندارم و کتاب تا حد زیادی به نظرم بیش از حد تخیلی اومد ولی اونقدر جذاب بود که توی دو روز تمومش کردم واز خوندنش لذت بردم با این حال بخش عظیمی از جذابیت کتاب به خاطر ایده فوق العاده اش هست و خب ایده به این خوبی میتونست خروجی خیلی بهتری داشته باشه ولی خب روی هم رفته این کتاب واقعا میتونه حال کسی که از زندگی خسته شده رو خوب کنه🙃 در کل کتاب خوبی بود
Hanoor Aghajani,5,"در یک کلمه بی نظیر.
تا حالا شده آرزو کنید که ای کاش چندین نسخه از شما وجود داشت تا زندگی و رویاهای مختلف رو بتونید تجربه کنید؟ این کتاب مناسب شماست.🥹☁️"
ꜱʜᴀᴍɪᴍ,5,بنظرم خیلی کتاب عالی بود و نشون میداد که زندگی تو دنیاهای دیگه چطوریه؟بهتون حتما پیشنهاد میکنم بخونیدش عالیه من که واقعا از خوندنش لذت بردم🥲🧋من خیلی حس خوبی به این کتاب داشتم بهتون پیشنهادش میکنم...🥲✨️
بلوط بانو,3,کتاب جذابی بود،بارها تبلیغ شده بود و من دوست داشتم اونو بخونم،ولیییییییی یه نکته عجیب داشت و اینکه خیلی ریز و نرم و در حاشیه بحث همجنس بازی رو محترم شمرده بود.محتوای جذاب کتاب یه طرف ولی اینکه اینطور این مورد رو عادی وطبیعی جلوه می داد برای من اصلا خوشایند نبود متاسفانه.
yasi,3,کتاب خوبیه ولی وسطش حوصله آدم سر میره
امیرحامی,5,کتاب فوق العاده ای هست باید از زندگیت لذت ببری وهیچ وقت نزار افکارت اعمالت بشه برای خودت زندگی کن🫡✌️
sajjad,5,"من قبل از اینکه نظرمو اینجا بنویسم تمومش کردم کتاب درمورد زنی که تقریبا همه زندگیش از نظر خودش یه فاجعه بوده پس تصمیم میگره به زندگیش پایان بده بعد وارد یه کتاب خونه میشه که میتونه زندگی هایی که میتونست داشته باشه و کارای که میتونست انجام بده رو زندگی کنه و هر کتاب یه زندگی جدیده... کتابش فوق‌العاده بود متنش روان بود ترجمش خوب بود کلی تجربه بهت میده و داستانش خیلی واقعه و شاهکارش توی قسمت های پایانی کتاب هست که بهت میفهمونه که:
لازم نیست زندگی رو درک کنی، فقط زندگی کن"
تنها,3,این کتاب را سال قبل خواندم دوستان فضای داستان جذاب بوده و خلاقیت نویسنده را به خوبی نمایان کرده اگر از کتاب های فانتزی و اینگونه فضاهای داستانی خوشتان می آید مطالعه کنید ، اگر حسرت کارهایی که در گذشته انجام داده اید را میخورید و هر بار که اورثینک به سراغ شما راجب گذشته می آید آزار میبینید کتاب خوبی برای تسکین دادن درد ها بوده ، بنده به شخصه قلم نویسنده و خلاقیت ایشان را تحسین میکنم شاید برای برخی جذاب نباشد ولی اگر با ترجمه انتشارات کوله پشتی بخوانید لطفی در حق خود کرده اید که نگویید ! داستان راجع به نورا که گرفتار افسردگی بوده و خودک*شی کرده ، در میان مرگ و زندکی در کتابخانه ای به هوش می آید که نیتواند تمام زندگی هایی که می توانست داشته باشد را تجربه کند و در این مسیر خانم الم او را راهنمایی میکند
کاربر ۱۷۷۱۰۹۲,5,بسیار لذت بردم از خوندن این کتاب چون نکات بسیار مهمی رو درباره ی زندگی کردن بیان میکنه که در طول زندگی مورد توجه ما آدما نیست و کاملا نشون میده که غرق در حسرت ها شدن چقدر فرصت زندگی کردن رو از آدم می گیره.
Marziyeh,5,"کاش میشد این زندگی ها رو واقعا زندگی کرد، تا به این نتیجه برسیم که زندگی اصلی ما، از هر زندگی بهتره
کاش میشد بفهمیم که واقعا رفتار ما رو زندگی اطرافیانمون چه تاثیری گذاشته. کاش میشد، خودمون رو بابت هر چیزی مقصر ندونیم
...
من به شخصه از خوندن این کتاب خیلی لذت بردم و دوست داشتم اگر میشد به همچین کتابخونه ای رفت، زندگی رو انتخاب کنم که تو اون زندگی پدر و مادرم سالم بودند و هیچ وقت مریض نمی شدند."
shark,5,محتوای کتاب رو قبلا توی کتاب های خودیاری خونده بودم ولی این فرق داشت‌.در قالب یک رمان فانتزی خوندنش جالب و کاربردی بود.مت چون قبلا میل به خودکشی داشته و سیاهی رو دیده و از اون مسیر برگشته دانسته های زیادی راجع به نا امیدی و طرز نگاه به زندگی دارد و بلده که نور رو پیدا کند و همین،کتابش رو متمایز می‌کند.نویسنده درک می‌کند.بخونیدش.
reza kaveyan,5,"به جز این بحث ویراستاری که حتما دلیلی داره که ""ای"" منتهی به "" ه "" را همزه نوشته اند باید گفت کتاب جذابی بود و نگاه جالبی به زندگی داشت .
خوندنش رو به هر کس لحظات ناآرامی رو تجربه میکنه توصیه میکنمش."
Atefe,5,کتاب خوبیه پایانشم قشنگه همونجوری که میخواستم
کاربر ۶۶۷۵۸۵۷,5,"دان دیروز به او پ داده بود:نورا دلم برا صدات تنگ شده.میتونیم صحبت کنیم ؟
نورا گفته بود که فرصت ندارد. با وجود اینکه نمیخاست پیامی به او بدهد. نه به این دلیل که به او حسی نداشت ، بلکه هنوز اورا دوست داشت و
نمی‌توانست دوباره ریسک کندو آسیب ببیند."
Parsa Ehsandoost,5,"کتاب بی نظیر بود. هم‌ ترجمه اش و هم داستانش.
البته من از اول تقریبا حدس میزدم آخر کتاب به چه نتیجه ای میخواد برسه اما اینقدر کتاب جذابی بود که تا آخرش رو خوندم و دیدم حدسم درست بود.
به تمام کسانی که تو زندگی گم شدن و سرگردان هستند توصیه میکنم حتما این کتاب رو بخونن.
واسه من به شخصه کتاب جذاب و دلنشینی بود و ترجمه خیلی خوب و روونی هم داشت.
نمیخوام داستانش رو اسپویل کنم پس خودتون بخرید و بخونید و امیدوارم لذت ببرید.فقط بگم که از خواندن این کتاب پشیمان نخواهید شد."
mahsa.ab76,5,رمان قشنگیه و متن روانی داره، از اون داستان ها نیست که فقط با خوندنش یه داستان قشنگ خونده باشی، بلکه کنار داستان جذابش، خیلی چیز ها را یاد میگیری!
علی دیانتی خواه,5,انقدر وسوسه کننده بود که تا خواندن و کنار میگذاشتم برای انجام کار دیگه دوباره به سرعت دستم بود و مطالعه میکردم کتاب
Amin Mousavi,5,کتابی که ارزش خواندن را حتما دارد!
سرد °__° درد,5,عالی
sara,5,این کتاب قلب منه... همیشه همراهمه و هروقت حالم خوب نیس شروع میکنم ب خوندن:)
کاربر ۴۴۵۲۲۲۵,5,کتاب بسیار خوبی بود و لذت بردم .
مهتاب,5,حتما و یقینا بعد از خوندن این کتاب دیدگاهم در مورد زندگی تغییر کرده، گاهی فکر میکنیم حتما زندگی ما زمانی قشنگ و خوب میشد که طبق افکار و آرزوهامون پیش میرفت، ما فکر میکنیم خوب اون چیزی هست که ما برای خودمون تصور میکنیم، ولی در واقعیت و عمل این قضیه درست نیست، این کتاب رو زندگی کنید، تا راحتتر و شیرین تر از قبل زندگی کنید.
دلارام//00,3,"میتونید صوتیش رو گوش بدید ...خواندنش لزوما لذت خاصی نداره....صرفا جهت ایجاد کنجکاوی ذهنی و ...بد نیست.
نمونه ترجمه :«نورا اندکی سگ بزرگ که اندکی قبل داشت لیسش می‌زد را نوازش کرد»"
ass,5,عالی
mwhds,5,"واقعا داستان جذاب و زیبایی داشت
از خوندش لذت بردم"
br,5,در یک کلام عالی بود
هانا,1,حوصله منم سر برد نمی‌دونم چرا اینقدر از تعریف میشه
mirtabar,5,این کتاب عالیه. درباره زندگی های نزیسته ایه که میتونیم داشته باشیم..ورژنهای متفاوتی از ما میتونه وجود داشته باشه. خودمون باید آگاهانه انتخاب کنیم کدومش رو میخوایم زندگی کنیم.
nazanin,5,کتاب عالیییییییی بود ! برای تغییر دیدمان به زندگی ...
Fatemeh Nili,4,کتاب بر پایه یک ایده جذاب می چرخه که خیلی دوست داری تو هم تجربه اش کنی ،روی دیدگاهی که به زندگی داری تاثیر می ذاره که ارزشمنده. تو ۶ ساعت کل کتاب رو خوندم و تجربه ی جالبی بود تخیل و فکرم رو حسابی به کار انداخت.توصیه می کنم توی روزای سخت بخونیش🙌
Mobina,5,عاشق این دیالوگش شدم : لحظات خوب هم اگر به اندازه کافی مهلت داشته باشند می توانند به درد تبدیل شوند :)))
کاربر 6548087,5,خیلی مفید و تاثیر گذار بود چه خوب که خوندمش توصیه میکنم به همه این کتاب ارزش خوندن داره
کاربر ۴۱۱۶۸۰۷,4,"کتابیه که باعث میشه به فکر فرو برید ولی ای کاش غلط املایی هاش کمتر بود🤕 بیش از صد جا به جای ""انجام دادی""، ""داده"" نوشته شده"
zahra,5,چون خیلی ازش تعریف شنیده بودم کتاب رو تهیه کردم و خوندم . داستان قشنگی داشت ، موضوعی تازه برای داستان به کار گرفته شده بود و در کل مت هیگ داستان زیبایی رو برای خواننده نوشت . فقط احساس میکنم کتاب در حدی که بقیه میگفتن نبود . ابتدای داستان کمی حوصله سربر بود ولی کم کم داستان اوج گرفت . در کل خوب بود
sarabanoo13,5,خیلی خوب بود
sahar.ebrahimi,5,"فوق العاده بود
مخصوصا جمله اخر
در کل هر چی به اخر کتاب نزدیک میشدم جملات گرانبهاتر میشدن
کتاب خیلی خوبی بود"
mohammad,4,خوبه من خوشم اومده پیشنهاد میکنم برای اوغات فراغت بخوانید
ftm.sbi,4,"فراز و فرود کتاب، تو رو گاه مشتاق و گاه بی میل می کنه، داستان ها و روایت های زندگی نورا، گاهی حوصله سر بر میشه و می خوای سر نورا فریاد بزنی ""هی دختر چته؟""
نوشتار روونی داره و مفاهیم قابل انتقال رو ساده و بدون اجبار به مخاطب می رسونه و این خوبه
همه چیز در اطراف ما، پندی برای ما دارن. این ماییم که خودمون رو، پیرامونمون و زندگیمون رو شکل می دیم.
هیچ چیزی ساده بدست نمیاد و هیچ حالی پایدار و ماندگار نیست. به هر موضوع به اندازه ارزش اون باید پرداخت نه کمتر و نه بیشتر و.... لحظات خوشی رو در حین مطالعه کتاب براتون آرزو می کنم."
shakiba,5,بعضی وقت‌ها اینقدر توی زندگی از ضربه ها، ناامیدی ها، دردها و دلشکستگی ها گیج و مات شدیم که فقط روزها رو می‌گذرونیم. با یه سرگیجه و سرعت عجیب که نمیدونم از کجا میاد! و مرتب ترس داریم ترس از دیرشدن! (البته که مخاطبم خودمه و دارم از خودم گله میکنم) کتاب جونداری بود. برای من مثل تلنگر بود که زندگیم به دست خودمه. نمیتونم بگم تماما، چون میدونم که عوامل تاثیرگذار بسیار زیادی وجود داره؛ اما حداقل میشه گفت که ماهم در تعریف معنای زندگیمون نقش داریم.
shadow1026:),5,داستان جذاب و جالبی داره به این اشاره میکنه که زندگی هر کس یک کتاب هست و نورا (شخصیت داستان) میتونه اون کتابخونه رو کشف کنه یه جورایی مثل رهایی از ماتریکس و تجربه زندگی دیگران درس آموزنده ای که داره اینه که رفتار و کردار درست رو توی زندگیمون استفاده کنیم چون فرصت تجربه زندگی دیگه ای نداریم
مهدی,5,به جرات میتونم بگم یکی از بهترین کتاب هایی بود که خواندم خیلی جالب و پندآموز بود
maria,5,ثورو گفت:با اطمینان به سوی رویا هات قدم بردار آن زندگی ای را تجربه کن که تصور کرده ای!
carefree,5,"اولش آدم حس میکنه چه کتاب حال بد کنیه ولی کم کم که جلو برید از تو دل همون افسردگی ها درسای مهمی میده
برای کسایی که زندگی رو بی معنا میدونن و به آخر خط رسیدن پیشنهاد میکنم"
کاربر ۲۴۷۷۷۱۸,5,"فوق العاده ست
واقعا اگر ناامیدی یا فکرمیکنی زندگی به آخرش رسیده و دیگه هیچ راهی نداری و گیرافتادی تو باتلاق،حتما این کتابو بخون
برای شناخت لذتهای دنیا،این کتابو بخون"
Venus,5,بنظر من کسی میتونه از خوندن این کتاب لذت ببره که راه زندگیش رو گم کرده باشه و مثل نورا سید ناامید باشه. کتاب جذاب و خواندنی بود و من خیلی دوستش دارم و پیشنهاد میکنم بخونیدش😊
Kimiay Adampoor,5,سلام به دوستانی که نظر من رو میخونن واقعا بی‌نظیر هست خودم هم فهمیدم یه کتاب حسرت ها دارم شاید هم همه مون ولی سعی میکنم پاک کنم تا در این زندگی که الان هستم بهترین نمونه ای که خودم میخوام باشم بدون حسرت بدون ای کاش
